1242.7,1245.8,1237.9,1261.7,1117.8,1210,1179.3,1160.3,1299.5,1245.4,1162.1,1263.9,1111.6,1190.8,1245.1,1295.9,1200.4,1172.9,1160.4,1225.9,1252.2,1208.8,1266.5,1235.6,1269.4,1159,1187.4,1217.9,1206.9,1223.1,1243.9,1023.7,1331.6,1151.6,1270.3,1246.2,1227.4,1265.8,1033.3,1219.3,1220.2,1165.9,1254.7,1229.9,1156.8,1290.6,1134.5,1184.3,1227.3,1288.1,1230.9,1135.6,1202.5,1260.2,1273.6,1215.2,1279,1244.6,1340.4,1168.7,1181.4,1247.7,1201.9,1217.5,1182.2,918,1303.2,1199.1
1226.7,1220.4,1227.2,1279.3,1055.4,1186.9,1259.4,1189.3,1351.6,1254.6,1204,1222.5,1210.8,1194.3,1212.2,1218.3,1211.9,1211.4,1203.2,1179.7,1248.6,1272.1,1248.4,1248.2,1277.4,1194.3,1169.2,1259.5,1217.3,1232,1232.4,1038,1364,1238.2,1239.5,1353.1,1235.7,1262,1022.2,1173.7,1255,1140.6,1359.5,1264.1,1163.3,1179.8,1226.4,1159.7,1131.7,1279.1,1190,1204.3,1177.2,1151.5,1232.9,1341.3,1289.8,1236,1440.9,1201.8,1206.6,1277.1,1170.9,1247.4,1179.5,987.86,1328.9,1148.1
1277.8,1222.4,1241.5,1285.8,1020.2,1172.8,1203.9,1114.2,1264.5,1288.1,1111.1,1234.9,1078.2,1194.7,1167,1298.6,1162.7,873.77,1069.5,1269.7,1203.5,1224.3,1244.5,1204.2,1210.7,1095.3,1177.1,1217.6,1175.5,1147.8,890.54,835.73,1280.2,1101.3,1285.7,1212.7,1262,1295.8,1152.3,1236.6,1256.6,1172.3,1277.5,1329.2,1162.6,1295.2,1169.9,1181.9,1263.2,1301,1210.8,956.19,1174.7,1246.5,1270,1208.2,1301,1221,1186.3,1129.4,1155.8,1255.5,1216.5,1219.7,994.67,985.42,1353.4,1142.9
1223.9,1250.7,1257.2,1280.8,1118.3,1216.1,1228.2,1213,1255.2,1295.5,1247.6,1238.4,1197.3,1186.9,1242.5,1282.5,1247.9,1196.5,1221,1217.5,1264,1218.4,1281.9,1207.2,1260.5,1211.6,1256,1261.2,1211.7,1214.6,1299.7,1114.4,1279.6,1168.2,1259.9,1273.6,1255.9,1309.1,1113,1223.9,1229.3,1191.5,1279.8,1262.6,1209.5,1251.6,1220.6,1189.7,1223.3,1305.5,1226,1154.2,1212.7,1217.2,1267.4,1196.2,1292,1249.9,1185.4,1218.5,1224.6,1277,1202.6,1241.5,1298.4,1115.6,1292.1,1139.2
1329.9,1314.6,1348.3,1320.8,1103.4,1312.6,1304.2,1268.8,1349.5,1369.7,1206,1340.1,1267.1,1235.9,1229.9,1400,1291.5,1115,1303.9,1310.9,1353.7,1308.8,1373.5,1317.2,1278.4,1248.3,1302.9,1352.7,1257.6,1290.4,1303.3,1034.2,1340.8,1258.9,1321.2,1299,1316.4,1351.1,1168.7,1293.1,1299.2,1244.8,1322.4,1360.9,1202.7,1311.1,1237.8,1242.3,1242.1,1406.4,1290,1186,1274,1289.1,1329.7,1294.2,1352,1322.6,1337,1210.7,1311.7,1352,1268.1,1291.1,1260,958.18,1299.4,1221.6
1277.6,1280.9,1254.6,1245.3,1006.5,1199.8,1264.7,1183,1315.8,1243.6,1198.5,1242.7,1207.2,1182.9,1131,1368.4,1245,1165.1,1223.1,1155.6,1307,1286.6,1322.7,1287.2,1221.9,1221.2,1256.3,1283,1218.9,1244.8,1246.3,878.5,1330.1,1172.2,1272.6,1227.7,1265.2,1293.5,1148.7,1241.6,1259.8,1217,1357.2,1295.7,1217.7,1293.3,1252.3,1238.8,1237.2,1334.7,1256.6,1295.8,1253.2,1208.7,1283.3,1258.3,1312.7,1274.6,1202.6,1237.3,1248.9,1292.4,1286.9,1219.1,1271.5,1106.9,1332.1,1215.3
1234.2,1233.9,1240.7,1195.4,1076.5,1196.8,1237.9,1160,1251.7,1263.3,1186.4,1191.7,1152.2,1186.2,1125.7,1311.2,1198,1146.4,1164.5,1145.3,1239.8,1239.9,1263.3,1238.5,1200.9,1187.6,1233.7,1258.3,1180.9,1202.4,1183.3,1046.4,1274.9,1178.5,1193,1274.8,1240,1209.8,1096.1,1189.3,1208.7,1139.6,1246.8,1238.1,1162.5,1210.8,1189.3,1192.8,1132,1287.6,1197.4,1106,1172,1154.9,1213.3,1209.9,1264.9,1235.4,1238.1,1168.3,1213.5,1242.3,1192.1,1218.1,1198.4,1060.7,1230.7,1112
1276.2,1304.5,1276,1315.1,997.87,1266.6,1271.4,1136.6,1338.8,1294.7,1273,1283.3,1327.4,1174.5,1277.1,1373,1213.3,984.29,1192.4,1185,1267.1,1270.7,1292.3,1316,1351.5,1214.5,1259.1,1313.4,1198.6,1263.4,1334.4,1076,1437,1202.7,1399.6,1310.2,1338.4,1336.8,1132.3,1289.9,1331.3,1274,1311.5,1355.7,1312.1,1306.6,1366,1293,1354.8,1379.5,1285.7,1190,1247.9,1225.9,1284.2,1304.6,1336.3,1326.9,1398.8,1222.1,1283,1343.7,1328,1294.5,1454.8,1113.2,1439.9,1218.7
1320.5,1297.5,1221.4,1339.2,1140.5,1254.5,1303,1211.9,1289.5,1361.9,1227.3,1297.2,1277.4,1240.5,1186.6,1343.9,1188.1,1202,1227.6,1299.5,1231.1,1268.6,1266.7,1254.4,1261.2,1198.4,1252.8,1237.8,1257.8,1229.8,1227.4,1093,1326.8,1157.5,1249.8,1200.8,1163.8,1329,1162.1,1267.7,1242.6,1193.1,1256.3,1343.5,1231.8,1318.2,1202.7,1176.8,1214.8,1289.3,1209.7,1188.7,1197.1,1313,1209.5,1228.3,1256,1265.6,1253.1,1174.6,1179.1,1252.7,1218,1196.2,1192.5,1084.8,1338.6,1158.5
1292.6,1317.8,1289.8,1257.1,1055,1234,1266.8,1193.8,1371.2,1292.1,1244.6,1256.2,1200,1187.6,1244,1411.3,1251.5,1417.2,1222.1,1231.5,1311.9,1290.7,1334.4,1260.7,1205.3,1240,1295.9,1285.5,1276,1239.6,1469,889.22,1375.3,1255.9,1325.8,1321.3,1317.4,1268.6,1138.4,1236.3,1273.6,1153.1,1387.2,1309.3,1232,1258.1,1315.5,1273.9,1297.5,1348.6,1271.2,1382.8,1196.8,1203.2,1322.2,1267,1338.4,1271.2,1209.6,1365.4,1276.7,1304.3,1331.4,1272.2,1371,1360.4,1358.7,1244.7
1276.2,1293,1321.2,1276.9,1072.8,1219.3,1295.6,1213.1,1244.6,1296,1265.1,1275.9,1168.3,1220.9,1150.1,1319.2,1279.1,1289.8,1287.7,1252.1,1269.2,1245.5,1310,1264.3,1213.4,1282.3,1288.6,1292,1223.7,1254.1,1293.6,1059.3,1284.2,1199.1,1258.2,1290.2,1301.2,1312.2,1027.8,1240.9,1255.7,1193.5,1292.4,1288,1200,1285,1230.4,1196.2,1177.4,1336.2,1228.5,1177.2,1248.3,1246.4,1263.5,1244.1,1288.8,1264.8,1233.6,1234.5,1281.2,1283.3,1211.4,1241.5,1247.4,1012,1199.8,1163.1
1291.9,1291.6,1261.4,1299.5,1129.2,1254,1281.1,1238.1,1286.4,1304.7,1272.3,1257.1,1252.3,1252.5,1220.2,1323.8,1255.4,1237.1,1262.5,1184,1302.1,1259.7,1313.3,1287.7,1303.3,1261.8,1265.5,1324.6,1253.8,1262.7,1267.6,1142.3,1323.8,1255,1285.3,1275.4,1313.9,1254.2,1125.8,1253.2,1297.6,1216.5,1325,1270.6,1241.9,1261.8,1319.6,1234,1291.9,1330.3,1285.3,1269.7,1260,1175.8,1354.3,1283.5,1330.7,1302.8,1311.1,1264.1,1269.8,1323.7,1223.9,1331.2,1280.5,1082.1,1298.5,1223.1
1168.3,1248.8,1195.5,1194.8,1098.4,1212.7,1170.7,1178.1,1233.4,1220.5,1197.8,1184.1,1194.5,1159.6,1190.7,1209.2,1207.2,1210.7,1231.5,1118.2,1183.6,1225.2,1212.5,1191,1232,1232,1187.4,1197.8,1159.3,1167.5,1211.8,1010.1,1189.2,1145.9,1205.7,1267.3,1236.4,1205.8,1087.7,1209.9,1225.4,1188.3,1244.4,1268.8,1234.6,1196.2,1241.5,1193.7,1160.6,1252.2,1244.4,1235.7,1265.9,1177.8,1196.1,1247.7,1241.4,1208.9,1279,1238.2,1221.3,1220.8,1213.1,1202.7,1222.4,1119.8,1223.4,1145.6
1236.2,1242.1,1259.2,1262.3,1101.2,1204.3,1253.4,1177.3,1282.6,1269.1,1143.4,1234,1094.2,1190.1,1204.1,1305.3,1213.1,1211.9,1244,1207.5,1267,1220.7,1299.4,1254.1,1223.5,1221.3,1262.7,1283.4,1206.5,1233.7,1221.1,981.22,1233.5,1146,1234.9,1210.4,1275,1263.4,1102.6,1229.4,1243.4,1181.7,1252.4,1253.5,1129.9,1242.3,1142.5,1179,1273.1,1319,1208.3,1196.4,1226.2,1219.2,1250.4,1222.1,1287.5,1273.3,1188.8,1222.6,1229,1271.1,1187.7,1250.1,1229.1,995.36,1249.6,1135.3
1207.8,1184.2,1156.8,1248.8,1018.5,1191.7,1173.2,1142.4,1314.7,1227.1,1112.7,1223.2,1049.4,1144.6,1188.6,1259.3,1154.2,1126.4,1171.9,1172.7,1209.8,1243,1203.1,1188.3,1126.3,1116.7,1143.2,1200,1182.8,1168.8,997.13,1092.5,1268.8,1146.4,1223,1183.4,1165.6,1281.9,1014.4,1174.3,1167.4,1109,1313.3,1236.7,1107.8,1255.9,1093.7,1136.6,1154.4,1241.8,1178,1122.5,1173.8,1250.9,1219.3,1230.9,1219.1,1211.1,1206,1146.7,1142.7,1184,1191.5,1167,1010,993.8,1282.3,1118.5
1293.9,1401,1340.5,1321.8,1089,1328.6,1287.3,1237.9,1323.5,1334.1,1202.2,1295.2,1174.8,1282.8,1294.6,1417,1292.5,1141.7,1246.7,1267.3,1320.4,1314.8,1361.1,1315.7,1319.3,1246.2,1301.2,1364.9,1270.9,1269.8,1156.8,1030.2,1426.6,1267.9,1377.3,1390,1310.9,1328.4,1055.9,1313.2,1303.3,1246.1,1391.2,1348.8,1179.3,1327.9,1232,1319.6,1308.9,1415.1,1316,1222.9,1277.3,1304.6,1341.6,1345.8,1353.5,1342.6,1307.4,1261.2,1318.2,1383,1307.7,1305.1,1074.1,1068.9,1396.2,1241.3
1268.5,1261.2,1267.8,1281.5,1202.1,1231.9,1212.5,1232.3,1372.1,1296.8,1310.8,1256.7,1211.7,1216.2,1278.4,1337.3,1199.3,1231,1188.7,1226.8,1286.2,1344.5,1317.7,1266.7,1316.7,1212.7,1260.3,1265.8,1257.5,1253.3,1225.3,1083.3,1382.7,1228.4,1220.8,1216.8,1269.3,1346.9,1174.5,1231.6,1220.9,1220,1346,1338.2,1212.4,1287.2,1244.8,1211,1276.4,1356.5,1234.9,1248.9,1253.7,1292.1,1267.7,1331,1290.1,1273,1250.9,1224.9,1248.7,1266,1260.8,1210.2,1179.1,991.35,1338.5,1193.3
1280.7,1271.9,1263.4,1240.8,984.59,1188.6,1268.1,1181.7,1308.9,1290.8,1231.4,1286.8,1225.1,1203.1,1075.1,1358.2,1219.9,1256.6,1212.1,1210.3,1264.8,1264.7,1296.2,1260.6,1472.1,1247.1,1295.2,1290.5,1256.9,1226.1,1507.2,888.74,1347.7,1169.2,1291.9,1203.4,1261,1269.2,1162.3,1237.4,1234.6,1231.9,1280.7,1270,1301.4,1287.9,1308,1197.3,1260.3,1288.8,1265,1233.5,1238.3,1274,1245.8,1210.7,1281.7,1253.2,1312.2,1237.2,1243.7,1277.3,1216.9,1227.3,1438.5,1048.1,1328.6,1159
1122.8,1144.7,1146.5,1129.4,957.64,1131,1147.8,1089.5,1183,1183.6,1067.3,1171.2,1098.4,1071.1,1123.5,1211.9,1136.7,1072.5,1116.7,1138.2,1151.9,1223.4,1198.7,1129.3,1292.9,1049.7,1107.7,1169.3,1117.3,1128.1,792.95,866.46,1203.2,1107.9,1170.7,1182.8,1130.3,1172.3,895.9,1089.6,1126.6,1082.3,1241,1194.4,1002.1,1184.5,1059.5,1072.8,1056.8,1216.9,1080,980.75,1035.1,1149,1121.9,1196.5,1148.7,1165.3,1395.9,1054.4,1125,1157.4,1088.5,1116.1,765.16,894.95,1238.8,1071.2
1284.2,1480.4,1173.6,1229.3,1139.3,1243.9,1233.1,1163.4,1369.9,1193.3,1332.5,1241.6,1172.5,1179.6,1268.7,1231.1,1246.1,1014.2,1148.3,1213,1142.3,1235.8,1202.9,1244.6,1488.9,1110.5,1164,1242.1,1201.3,1183.7,1271.8,1062.3,1202.9,1191.7,1298.8,1423.5,1212.1,1251.5,1014.6,1242.7,1257.8,1102.3,1371.5,1219.3,1407.4,1251.8,1321,1203.2,1257.9,1260.6,1324.7,1137.9,1200.1,1220.3,1158.8,1226.1,1248.2,1248.9,1297.1,1170.3,1174.8,1229.7,1202.9,1205.1,1234.9,1028.6,1298,1214.9
1292.8,1293.1,1305.8,1269.9,1102.5,1255.1,1271.3,1180.6,1339.8,1292,1175.4,1305.5,1189.2,1187.7,1250.3,1371.8,1280,1226.6,1248.9,1239.6,1313.3,1297,1363,1281.6,1291.2,1225.4,1269.5,1281.4,1250.2,1273.9,1167.4,1007.1,1357.4,1228,1302.7,1271.4,1289.3,1264.4,1249.8,1297.4,1250,1294,1374.3,1296.2,1240.6,1280.9,1231.9,1275.4,1326.6,1343,1272.1,1251,1284.9,1224.2,1308.5,1270.5,1336.8,1272,1228.7,1253.4,1262.7,1287.7,1320.7,1249.6,1182.6,1240.7,1320.5,1281.5
1272.3,1184.5,1251.7,1248,1187.7,1236,1246.9,1244.4,1299.7,1253.8,1294.3,1222.6,1307,1217.9,1250.7,1275.9,1245.6,1295,1218.8,1161.5,1281.2,1212.8,1280.6,1273.5,1357.7,1274.6,1215.5,1287.9,1269.8,1269.9,1412.1,1127.2,1283.9,1212.7,1260.6,1217,1242.3,1258.3,1156,1219.2,1280.2,1198.8,1287.3,1250.8,1238.8,1212.4,1253.9,1210.3,1235.7,1307,1232.8,1190.3,1256.7,1135.8,1243.1,1240.1,1246.7,1280.3,1286.4,1232.9,1221.7,1294.3,1231.3,1241,1230,1109.7,1310.4,1151
1293.7,1321.9,1349.3,1427.6,1071.1,1265.9,1315.7,1178.9,1439,1347.5,1190.8,1432.7,1142.1,1214.2,1310.5,1354.1,1261.4,1114.5,1268,1349.8,1272.9,1275.5,1305.4,1394.9,1313.5,1234.6,1292.4,1355.7,1239.1,1286.6,1260.2,996.23,1301.3,1150.7,1298.5,1306.1,1303.1,1412.3,1158,1274.5,1303.6,1224.5,1382.9,1354.7,1266.5,1351.2,1176.8,1272,1317,1288.8,1254.5,1232.4,1296.3,1304.2,1299,1236,1302.9,1319.5,1268.2,1241.8,1280.4,1326.4,1247.3,1312.3,1158.3,1095.9,1283.3,1175.5
1254,1219.9,1258.9,1277.4,1238.5,1262,1248.7,1272.2,1298.6,1270.8,1252,1265.3,1198.2,1218.7,1290.6,1277.2,1214.6,1285.2,1244.5,1225.1,1236,1200.2,1250.6,1250.8,1266.6,1240.3,1242,1280.8,1157.6,1211.1,1354.7,1176.1,1239.3,1138,1261.5,1219.4,1233.7,1281.1,1169.6,1219.4,1225.6,1187.6,1300.7,1268.3,1216,1247.4,1250.1,1198,1199.1,1267.7,1191.1,1128.3,1226.3,1224.7,1241.8,1223.4,1240.8,1241.7,1255.4,1215.8,1259.8,1253.4,1225.2,1192.4,1298,1099.6,1253,1128.7
1235.7,1310.3,1288.8,1230.5,1127.5,1220.4,1260.6,1169,1356.7,1291.3,1205.2,1250.7,1213,1186.4,1240.5,1342.3,1269.5,1254.5,1267.1,1182.1,1262.9,1256.7,1315.2,1257,1351.9,1252.1,1271.4,1271.7,1222.8,1235.5,1288.5,930.23,1337.7,1216.6,1234.3,1264,1284.4,1307.6,1059.6,1233,1236.8,1193.7,1299.5,1278.9,1221.5,1260.1,1199.5,1194,1264.8,1342.9,1259,1269.2,1273.2,1224.9,1240.2,1252.8,1293.7,1267,1309.4,1268.1,1261.9,1277.2,1224.1,1227.1,1182.8,1017.9,1319.4,1165
1282.6,1318,1298.3,1294,1213.5,1258.5,1302.8,1251.1,1256.4,1355.9,1220.8,1271.9,1168.8,1267.1,1249.5,1324.7,1255.7,1195.8,1275.4,1249,1315.7,1279.6,1323.4,1266.1,1294.2,1285.3,1306.9,1309.1,1281.4,1285.9,1314.7,1128,1320.5,1182.6,1310.6,1267.8,1265,1278.8,1144.8,1282.5,1283.5,1267.3,1278.6,1325.1,1247.6,1258.6,1239.2,1280.6,1243.6,1303.6,1244.7,1212,1216.8,1202.5,1255.2,1260.4,1290.8,1268.9,1206.5,1263.9,1274.8,1287.9,1246.1,1254,1343.2,1073.5,1305,1166.2
1263.3,1270.8,1237.2,1273.4,1041.5,1186.7,1264.7,1191.2,1224.1,1317.7,1186.6,1242.8,1110.8,1194.7,1214,1247.9,1233.8,1126.8,1240.3,1225.6,1224.4,1207,1267.3,1216.1,1248.7,1195.7,1209.7,1249.8,1209.4,1199.2,1120.4,1025.9,1319.2,1140.5,1236.4,1237.3,1191.1,1331.6,1041.1,1176.2,1269.3,1187.9,1247.9,1329.2,1146.6,1260.8,1178.8,1225.8,1192.7,1259.3,1205.7,1096,1204.5,1232.9,1194.3,1230,1253.4,1240.6,1220.3,1152.1,1203.7,1261.7,1246,1215.2,1189.7,1021.6,1389.6,1133.3
1180.7,1203.1,1178,1212.2,1060.6,1142,1186.7,1074.9,1268.7,1264.1,1173.9,1183.2,1130.2,1144,1154.4,1217.2,1139.5,1241.6,1220.1,1169.6,1191.4,1174.7,1228,1182.3,1221.7,1195.9,1174.2,1208.8,1132.8,1188.9,1455.7,1032.1,1189.7,1054.8,1211.4,1251.9,1172,1205.2,962.6,1152.4,1179.2,1126.4,1252.4,1244.4,1143.4,1208.7,1165.7,1175.8,1121.1,1212.5,1091.7,1184.7,1164.2,1158.6,1156.1,1146.1,1194.4,1179.3,1144.9,1169.9,1170,1189.2,1092.4,1165.9,1183.5,1193.4,1268.2,1053.1
1350.7,1273.7,1206.2,1318.7,1135.9,1229.9,1258.3,1260.2,1327.7,1321.6,1224.5,1292.1,1249.3,1283.3,1325.1,1245.3,1227.4,1309.1,1274.7,1218.9,1242.6,1309.8,1214.7,1281.2,1298,1277.2,1263.7,1282.5,1281.5,1244.1,1591.1,1081.7,1283.9,1213.9,1254.7,1229.2,1278.6,1351.4,1184.4,1205.4,1291.5,1167.7,1350.4,1319.3,1287.1,1279.6,1314.7,1187.2,1174.2,1273.7,1292.9,1298.7,1299,1241.3,1260.3,1297.3,1297.1,1284.8,1220.6,1269.4,1237.6,1292.7,1238.3,1265.5,1355.8,1114.4,1323.4,1207.3
1237.3,1284.7,1273.5,1256,1070.8,1206,1222.9,1190.5,1297,1262.9,1181.1,1196.2,1203.6,1186.4,1168,1251.3,1177.6,1262.9,1129.2,1202.7,1255.6,1222.1,1261,1195.2,1289.7,1252.2,1258.8,1237.7,1169.3,1208.4,1336.5,1014.3,1171.3,1097.8,1313.2,1211.1,1218.1,1284.3,1059.6,1198.5,1249,1175.2,1258,1274.1,1177.1,1221.7,1238.7,1241,1183.2,1273.8,1150,1343.4,1202.4,1216.1,1234.8,1233.5,1256.8,1244.3,1221.2,1231.1,1231.7,1248.8,1210.1,1220.3,1278.5,988.94,1314.9,1121.8
1249.5,1248.4,1305.8,1142.4,1089.3,1194.9,1190.4,1170.7,1255.2,1203,1190,1165.5,1105.8,1233.2,1275.1,1309.7,1225.9,1295.7,1285.7,1124.2,1279.5,1232.4,1313.9,1179.2,1208.3,1235.5,1276.9,1206.8,1218.3,1229.5,1190.5,1066.4,1244.3,1152.4,1189.3,1258.4,1253.7,1149.4,1053.2,1182,1145.8,1189.1,1298.1,1205.1,1131.9,1230.5,1115,1186.2,1291.2,1315.2,1124.4,1193.5,1177.9,1136.6,1245.4,1235.8,1281.7,1182.7,1259.7,1223.8,1273.1,1165.2,1177.2,1151.9,1356.9,1023.4,1276.9,1138.2
1259.7,1316.8,1223.9,1303.5,1078.1,1210.3,1225,1179.1,1255.6,1262.5,1156.3,1247.2,1172,1149.3,1158.2,1317.2,1204.3,1135.5,1205.2,1202.6,1237.7,1253.7,1259.7,1213.6,1287.5,1192.9,1231.2,1273.9,1180.9,1225.5,1223.6,1042.7,1287.4,1143.6,1251.6,1255.7,1221,1293.3,967.57,1194.9,1189.8,1142.3,1272,1256.3,1153.3,1225.7,1145.8,1140.8,1162.9,1298.5,1213.4,1126.2,1213.6,1242.8,1225.7,1262.2,1256.5,1250.4,1262.5,1204.6,1222.7,1241.9,1160.7,1207.2,1199,925.41,1213.9,1130.3
1226,1147.6,1221.3,1164.3,939.31,1160.4,1187.7,1153.5,1198.1,1266.4,1187.2,1175.4,1103.3,1169.4,1168.6,1275.5,1192.1,1182.3,1167.7,1155.4,1214.7,1171.3,1258.6,1159.4,1205.6,1135.2,1196.1,1216.7,1148.6,1186.8,1035.9,916.45,1237.6,1131.5,1219.4,1232.6,1261.6,1181.8,990.65,1145.3,1181.3,1118.6,1215.9,1256,1165.9,1200.8,1169.6,1194.5,1112.7,1294.2,1180.2,1179.7,1171.7,1153.1,1200.3,1181.1,1256.2,1181.7,1240.6,1170.7,1203.7,1207.3,1202.2,1176.5,1208.2,1063,1281.6,1134.4
